テーマ／動画タイトル,どのニュースを入り口にするか,どの順番で話すか,視聴者のどんな不安を拾うか,どこで安心させるか,どこに権威性を置くか,なぜこの構成なら見られるのか
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
